kabupaten,bulan,tahun,alokasi_urea,distribusi_urea,alokasi_organik,distribusi_organik,alokasi_za,distribusi_za,alokasi_NPK,distribusi_NPK,curah_hujan,suhu,luas_panen_padi,produksi_padi_ton,luas_panen_jagung,produksi_jagung_ton,luas_panen_kedelai,produksi_kedelai_ton
Kota Blitar,September,2024,632,460.0,0,0.0,0.0,0.0,501,341.4,1.77,25.71,10413,59874,62,325,"1,03","1,80"
Kota Blitar,Oktober,2024,632,534.6,0,0.0,0.0,0.0,501,410.7,2.67,26.19,10413,59770,54,288,"0,64","1,11"
Kota Blitar,November,2024,632,558.2,0,0.0,0.0,0.0,501,432.5,14.39,25.57,8485,48619,47,250,"0,20","0,34"
Kota Blitar,Desember,2024,632,603.0,0,0.0,0.0,0.0,501,499.4,15.54,25.38,8485,48534,49,255,"0,02","0,03"
Kota Blitar,Januari,2025,608,112.9,233,0.0,0.0,0.0,471,88.5,14.22,25.13,8610,50368,67,355,"0,03","0,05"
Kota Blitar,Februari,2025,608,207.9,0,0.0,0.0,0.0,471,168.3,8.65,25.53,8610,50282,119,629,"0,03","0,05"
Kota Blitar,Maret,2025,608,233.3,0,0.0,0.0,0.0,471,191.2,11.99,25.55,10567,61605,94,495,"0,04","0,07"
Kota Blitar,April,2025,608,258.6,233,0.0,0.0,0.0,477,208.3,5.4,25.46,10567,61499,56,303,"0,07","0,11"
Kota Blitar,Mei,2025,608,367.4,233,0.3,0.0,0.0,477,289.0,10.85,25.22,6653,38653,65,346,"0,14","0,23"
Kota Blitar,Juni,2025,608,445.7,233,0.62,0.0,0.0,477,347.6,2.89,25.08,6653,38587,81,433,"0,26","0,43"
Kota Blitar,Juli,2025,608,489.4,233,0.66,0.0,0.0,507,381.8,1.48,24.1,6653,38520,68,362,"0,39","0,67"
Kota Blitar,Agustus,2025,608,508.3,233,0.78,0.0,0.0,507,399.3,2.88,24.59,6653,38454,57,306,"0,49","0,84"
Kota Blitar,September,2025,608,542.0,233,0.98,0.0,0.0,1009,504.3,3.72,24.95,10567,60971,64,347,"0,66","1,14"
Kota Blitar,Oktober,2025,608,569.5,233,1.68,0.0,0.0,1009,672.4,8.74,25.31,10567,60865,59,315,"0,40","0,69"
Kota Blitar,November,2025,608,592.34,233,2.68,0.0,0.0,759,717.4,15.42,25.05,8610,49507,50,264,"0,13","0,21"
Kota Blitar,Desember,2025,608,607.46,233,5.0,0.0,0.0,788,764.24,6.73,25.57,8610,49421,52,270,"0,01","0,02"
Kota Kediri,Januari,2023,823,110.7,0,0.0,0.0,0.0,1102,140.7,07.02,25.76,8162,46523,61,330,"0,15","0,26"
Kota Kediri,Februari,2023,823,240.9,0,0.0,0.0,0.0,1102,332.9,18.2,24.82,8162,46441,112,589,"0,16","0,26"
Kota Kediri,Maret,2023,823,333.6,0,0.0,0.0,0.0,1102,535.3,9.0,25.79,10017,56896,85,444,"0,23","0,39"
Kota Kediri,April,2023,823,417.6,0,0.0,0.0,0.0,1102,607.0,7.1,26.28,10017,56796,54,288,"0,38","0,64"
Kota Kediri,Mei,2023,823,531.1,0,0.0,0.0,0.0,1102,723.8,3.46,26.46,6307,35697,63,329,"0,80","1,37"
Kota Kediri,Juni,2023,823,606.0,0,0.0,0.0,0.0,1102,840.9,1.37,26.8,6307,35634,81,424,"1,44","2,45"
Kota Kediri,Juli,2023,823,616.7,0,0.0,0.0,0.0,1102,876.0,0.5,25.99,6307,35571,64,334,"2,11","3,74"
Kota Kediri,Agustus,2023,823,710.6,0,0.0,0.0,0.0,1102,953.2,0.03,26.05,6307,35508,53,284,"2,63","4,65"
Kota Kediri,September,2023,823,756.4,0,0.0,0.0,0.0,1102,992.9,0.1,26.56,10017,56295,63,334,"3,68","6,51"
Kota Kediri,Oktober,2023,823,782.3,0,0.0,0.0,0.0,1102,1041.3,0.79,28.46,10017,56195,56,293,"2,32","4,10"
Kota Kediri,November,2023,823,798.8,0,0.0,0.0,0.0,1102,1073.8,4.41,28.58,8162,45707,47,247,"0,75","1,28"
Kota Kediri,Desember,2023,823,816.6,0,0.0,0.0,0.0,1102,1092.1,6.55,28.11,8162,45625,49,253,"0,07","0,12"
Kota Kediri,Januari,2024,407,37.9,0,0.0,0.0,0.0,620,39.7,10.07,26.85,8284,47301,60,324,"0,11","0,18"
Kota Kediri,Februari,2024,407,173.8,0,0.0,0.0,0.0,620,225.5,11.37,26.61,8284,47218,106,559,"0,11","0,19"
Kota Kediri,Maret,2024,407,209.7,0,0.0,0.0,0.0,620,337.7,7.89,26.76,10167,57850,82,441,"0,16","0,28"
Kota Kediri,April,2024,697,230.4,0,0.0,0.0,0.0,1325,362.9,9.41,27.26,10167,57748,50,269,"0,26","0,45"
Kota Kediri,Mei,2024,697,251.3,0,0.0,0.0,0.0,1325,388.3,1.35,27.66,6401,36293,60,316,"0,56","0,95"
Kota Kediri,Juni,2024,697,372.5,0,0.0,0.0,0.0,1325,578.0,0.67,27.69,6401,36229,77,404,"1,00","1,72"
Kota Kediri,Juli,2024,697,465.2,0,0.0,0.0,0.0,1325,717.2,1.23,26.59,6401,36165,61,318,"1,49","2,66"
Kota Kediri,Agustus,2024,697,506.5,0,0.0,0.0,0.0,1325,878.8,0.46,26.49,6401,36101,52,279,"1,88","3,34"
Kota Kediri,September,2024,697,595.9,0,0.0,0.0,0.0,1325,1077.9,2.45,27.36,10167,57240,61,320,"2,62","4,66"
Kota Kediri,Oktober,2024,697,642.6,0,0.0,0.0,0.0,1325,1224.6,1.85,27.95,10167,57138,51,271,"1,62","2,89"
Kota Kediri,November,2024,697,686.5,0,0.0,0.0,0.0,1325,1324.2,11.19,26.95,8284,46473,45,235,"0,52","0,89"
Kota Kediri,Desember,2024,797,694.8,0,0.0,0.0,0.0,1325,1324.7,9.99,26.03,8284,46390,46,240,"0,05","0,09"
Kota Kediri,Januari,2025,656,179.9,0,0.0,0.0,0.0,1253,274.1,10.19,25.7,8406,48166,62,336,"0,07","0,12"
Kota Kediri,Februari,2025,656,281.2,0,0.0,0.0,0.0,1253,488.1,6.1,26.14,8406,48082,110,597,"0,07","0,12"
Kota Kediri,Maret,2025,656,320.6,0,0.0,0.0,0.0,1253,613.1,9.85,26.05,10317,58910,86,462,"0,10","0,18"
Kota Kediri,April,2025,656,362.5,0,0.0,0.0,0.0,1268,665.2,4.94,26.56,10317,58806,56,300,"0,17","0,28"
Kota Kediri,Mei,2025,656,433.7,0,0.0,0.0,0.0,1268,740.5,8.76,26.22,6496,36962,65,341,"0,35","0,59"
Kota Kediri,Juni,2025,656,491.3,0,0.0,0.0,0.0,1268,801.0,2.7,26.46,6496,36897,82,432,"0,64","1,08"
Kota Kediri,Juli,2025,714,526.9,0,0.0,0.0,0.0,1428,892.1,0.64,25.86,6496,36832,65,340,"0,97","1,70"
Kota Kediri,Agustus,2025,714,582.0,0,0.0,0.0,0.0,1428,1140.0,2.16,26.2,6496,36767,54,289,"1,22","2,13"
Kota Kediri,September,2025,714,636.4,0,0.0,65.0,0.0,1928,1355.6,2.68,26.79,10317,58291,65,343,"1,67","2,93"
Kota Kediri,Oktober,2025,714,674.1,0,0.0,65.0,0.0,1928,1513.4,5.12,27.02,10317,58187,56,298,"1,03","1,79"
Kota Kediri,November,2025,754,695.79,0,0.0,0.0,0.0,1958,1662.44,11.43,26.14,8406,47325,47,250,"0,33","0,55"
Kota Kediri,Desember,2025,754,747.97,0,0.0,0.0,0.0,1958,1937.69,3.97,26.69,8406,47241,48,256,"0,03","0,05"
Kota Madiun,Januari,2023,689,85.6,0,0.0,0.0,0.0,314,38.2,5.22,26.29,9350,51051,61,321,"0,15","0,23"
Kota Madiun,Februari,2023,689,123.5,0,0.0,0.0,0.0,314,55.5,15.35,25.35,9350,50957,106,570,"0,15","0,23"
Kota Madiun,Maret,2023,689,163.6,0,0.0,0.0,0.0,314,73.6,9.22,26.2,11475,62424,86,459,"0,23","0,35"
Kota Madiun,April,2023,689,228.0,0,0.0,0.0,0.0,314,109.2,5.93,26.86,11475,62309,53,280,"0,39","0,61"
Kota Madiun,Mei,2023,689,296.9,0,0.0,0.0,0.0,314,140.1,3.11,27.15,7225,39159,62,335,"0,88","1,36"
Kota Madiun,Juni,2023,689,383.2,0,0.0,0.0,0.0,314,175.9,2.99,27.81,7225,39087,79,412,"1,59","2,45"
Kota Madiun,Juli,2023,689,391.1,0,0.0,0.0,0.0,314,211.9,0.85,26.93,7225,39015,61,325,"2,23","3,59"
Kota Madiun,Agustus,2023,689,488.6,0,0.0,0.0,0.0,314,241.5,0.03,27.03,7225,38942,55,294,"2,62","4,22"
Kota Madiun,September,2023,689,580.5,0,0.0,0.0,0.0,314,275.1,0.05,27.94,11475,61735,61,328,"3,55","5,71"
Kota Madiun,Oktober,2023,689,607.7,0,0.0,0.0,0.0,314,287.1,0.2,30.46,11475,61620,54,285,"2,28","3,66"
Kota Madiun,November,2023,689,646.0,0,0.0,0.0,0.0,314,299.3,2.18,30.08,9350,50116,46,239,"0,78","1,20"
Kota Madiun,Desember,2023,689,678.2,0,0.0,0.0,0.0,314,306.3,4.27,28.84,9350,50022,46,244,"0,08","0,12"
Kota Madiun,Januari,2024,367,98.3,0,0.0,0.0,0.0,185,49.5,9.32,27.23,9490,51910,60,315,"0,12","0,18"
Kota Madiun,Februari,2024,367,146.8,0,0.0,0.0,0.0,185,74.2,10.27,26.87,9490,51815,100,540,"0,12","0,18"
Kota Madiun,Maret,2024,367,157.8,0,0.0,0.0,0.0,185,79.6,7.54,27.28,11647,63592,80,428,"0,17","0,27"
Kota Madiun,April,2024,628,190.3,0,0.0,0.0,0.0,395,95.3,6.38,27.69,11647,63359,53,278,"0,29","0,46"
Kota Madiun,Mei,2024,628,251.6,0,0.0,0.0,0.0,395,125.9,1.89,28.65,7333,39818,60,321,"0,66","1,02"
Kota Madiun,Juni,2024,628,299.6,0,0.0,0.0,0.0,395,149.2,01.09,28.46,7333,39744,75,393,"1,19","1,85"
Kota Madiun,Juli,2024,628,368.2,0,0.0,0.0,0.0,395,202.6,0.45,27.49,7333,39744,58,309,"1,70","2,74"
Kota Madiun,Agustus,2024,628,486.8,0,0.0,0.0,0.0,395,290.7,0.13,27.61,7333,39598,51,271,"2,01","3,26"
Kota Madiun,September,2024,628,583.4,0,0.0,0.0,0.0,395,365.1,3.55,28.48,11647,62777,59,313,"2,71","4,39"
Kota Madiun,Oktober,2024,628,602.7,0,0.0,0.0,0.0,395,378.3,2.33,29.41,11647,62660,53,280,"1,71","2,78"
Kota Madiun,November,2024,628,610.7,0,0.0,0.0,0.0,395,383.6,10.44,27.63,9490,51056,46,241,"0,58","0,90"
Kota Madiun,Desember,2024,728,674.9,0,0.0,0.0,0.0,395,392.1,10.77,26.27,9490,50866,43,232,"0,06","0,09"
Kota Madiun,Januari,2025,631,107.8,0,0.0,0.0,0.0,397,76.3,8.45,25.88,9630,52868,63,344,"0,08","0,12"
Kota Madiun,Februari,2025,631,150.3,0,0.0,0.0,0.0,397,109.0,7.11,26.37,9630,52772,106,572,"0,08","0,12"
Kota Madiun,Maret,2025,631,52.8,0,0.0,0.0,0.0,397,117.0,10.22,26.37,11819,64649,89,473,"0,12","0,18"
Kota Madiun,April,2025,631,220.4,0,0.0,0.0,0.0,407,168.8,6.24,27.01,11819,64531,55,289,"0,20","0,31"
Kota Madiun,Mei,2025,631,350.5,0,0.0,0.0,0.0,407,266.7,12.1,26.35,7441,40553,64,343,"0,45","0,69"
Kota Madiun,Juni,2025,631,381.7,0,0.0,0.0,0.0,407,289.5,3.27,26.66,7441,40479,77,417,"0,83","1,27"
Kota Madiun,Juli,2025,681,413.6,0,0.0,0.0,0.0,407,306.3,0.71,26.58,7441,40404,61,328,"1,20","1,90"
Kota Madiun,Agustus,2025,681,481.0,0,0.0,0.0,0.0,407,367.0,2.62,26.77,7441,40330,56,297,"1,42","2,25"
Kota Madiun,September,2025,681,613.6,0,0.0,0.0,0.0,700,470.4,1.93,27.65,11819,63940,63,334,"1,89","3,00"
Kota Madiun,Oktober,2025,681,656.5,0,0.0,0.0,0.0,700,562.3,5.28,28.21,11819,63822,54,288,"1,18","1,87"
Kota Madiun,November,2025,731,666.1,0,0.0,0.0,0.0,700,627.94,9.78,26.77,9630,51905,48,255,"0,40","0,61"
Kota Madiun,Desember,2025,731,717.81,0,0.0,0.0,0.0,699,683.5,4.63,27.07,9630,51809,46,245,"0,04","0,06"
Kota Malang,Januari,2023,544,24.0,0,0.0,0.0,0.0,470,15.9,9.62,23.06,8558,50834,63,337,"0,06","0,10"
Kota Malang,Februari,2023,544,95.2,0,0.0,0.0,0.0,470,49.2,21.5,23.11,8558,50748,111,595,"0,06","0,10"
Kota Malang,Maret,2023,544,140.1,0,0.0,0.0,0.0,470,83.7,10.66,23.27,10503,62177,89,475,"0,09","0,15"
Kota Malang,April,2023,544,160.9,0,0.0,0.0,0.0,470,93.9,9.98,23.2,10503,62072,55,290,"0,15","0,24"
Kota Malang,Mei,2023,544,210.3,0,0.0,0.0,0.0,470,164.6,1.54,23.21,6613,39016,65,351,"0,32","0,53"
Kota Malang,Juni,2023,544,242.8,0,0.0,0.0,0.0,470,232.6,4.85,23.04,6613,38950,80,420,"0,59","0,97"
Kota Malang,Juli,2023,544,278.5,0,0.0,0.0,0.0,470,291.3,4.12,21.7,6613,38884,67,351,"0,87","1,48"
Kota Malang,Agustus,2023,544,306.8,0,0.0,0.0,0.0,470,298.5,0.22,21.94,6613,38818,55,290,"1,06","1,81"
Kota Malang,September,2023,544,333.4,0,0.0,0.0,0.0,470,315.8,0.39,22.64,10503,61547,65,347,"1,45","2,47"
Kota Malang,Oktober,2023,544,369.7,0,0.0,0.0,0.0,470,327.6,0.34,25.1,10503,61442,57,299,"0,90","1,54"
Kota Malang,November,2023,544,405.0,0,0.0,0.0,0.0,470,362.4,3.21,24.98,8558,49978,48,250,"0,29","0,48"
Kota Malang,Desember,2023,544,438.6,0,0.0,0.0,0.0,470,384.3,7.76,23.74,8558,49893,48,255,"0,03","0,05"
Kota Malang,Januari,2024,307,0.1,0,0.0,0.0,0.0,328,0.1,14.53,23.78,8686,51681,61,330,"0,04","0,07"
Kota Malang,Februari,2024,307,43.8,0,0.0,0.0,0.0,328,22.9,12.37,23.84,8686,51594,105,566,"0,04","0,07"
Kota Malang,Maret,2024,307,81.8,0,0.0,0.0,0.0,328,47.5,21.56,24.03,10660,63213,83,444,"0,06","0,10"
Kota Malang,April,2024,526,102.9,0,0.0,0.0,0.0,701,64.9,10.57,23.95,10660,63107,54,288,"0,10","0,17"
Kota Malang,Mei,2024,526,140.3,0,0.0,0.0,0.0,701,87.9,1.83,23.65,6712,39667,59,317,"0,22","0,36"
Kota Malang,Juni,2024,526,165.0,0,0.0,0.0,0.0,701,130.3,2.18,23.26,6712,39600,76,400,"0,41","0,67"
Kota Malang,Juli,2024,526,215.2,0,0.0,0.0,0.0,701,198.0,0.57,22.31,6712,39533,64,334,"0,61","1,04"
Kota Malang,Agustus,2024,526,241.1,0,0.0,0.0,0.0,701,248.3,0.22,22.59,6712,39466,54,285,"0,75","1,28"
Kota Malang,September,2024,526,271.1,0,0.0,0.0,0.0,701,279.8,1.27,23.87,10660,62574,62,332,"1,02","1,74"
Kota Malang,Oktober,2024,526,316.8,0,0.0,0.0,0.0,701,377.4,02.03,24.52,10660,62467,56,293,"0,62","1,07"
Kota Malang,November,2024,526,364.8,0,0.0,0.0,0.0,701,482.1,05.02,24.38,8686,50813,48,252,"0,20","0,33"
Kota Malang,Desember,2024,526,392.3,0,0.0,0.0,0.0,701,527.5,20.63,23.38,8686,50726,45,242,"0,02","0,03"
Kota Malang,Januari,2025,501,54.3,0,0.0,0.0,0.0,657,49.7,24.56,23.15,8814,52619,63,342,"0,03","0,05"
Kota Malang,Februari,2025,501,96.4,0,0.0,0.0,0.0,657,82.1,10.72,23.64,8814,52531,111,599,"0,03","0,05"
Kota Malang,Maret,2025,501,123.9,0,0.0,0.0,0.0,657,104.0,11.7,23.66,10818,64367,92,493,"0,04","0,07"
Kota Malang,April,2025,501,153.6,0,0.0,0.0,0.0,657,126.5,7.42,23.55,10818,64258,56,301,"0,07","0,11"
Kota Malang,Mei,2025,501,187.0,0,0.0,0.0,0.0,657,150.3,10.1,23.51,6811,40389,63,341,"0,14","0,23"
Kota Malang,Juni,2025,501,220.8,0,0.0,0.0,0.0,657,173.6,0.76,23.24,6811,40321,81,427,"0,27","0,43"
Kota Malang,Juli,2025,501,266.2,0,0.0,0.0,0.0,657,237.1,1.62,22.32,6811,40253,68,357,"0,40","0,68"
Kota Malang,Agustus,2025,501,298.4,0,0.0,0.0,0.0,657,306.5,2.87,22.85,6811,40184,59,313,"0,50","0,84"
Kota Malang,September,2025,501,331.4,0,0.0,70.0,0.0,657,358.8,2.14,23.45,10818,63718,67,355,"0,67","1,13"
Kota Malang,Oktober,2025,501,366.8,0,0.0,70.0,6.43,557,455.5,4.41,24.05,10818,63609,58,304,"0,40","0,68"
Kota Malang,November,2025,501,402.61,0,0.0,53.0,12.4,607,527.46,27.03,22.93,8814,51738,51,268,"0,13","0,21"
Kota Malang,Desember,2025,501,473.23,0,0.0,53.48,30.14,632,623.14,10.45,23.45,8814,51650,48,258,"0,01","0,02"
Kota Mojokerto,Januari,2023,268,4.0,0,0.0,0.0,0.0,160,1.6,7.97,26.58,9152,48871,62,327,"0,06","0,09"
Kota Mojokerto,Februari,2023,268,24.2,0,0.0,0.0,0.0,160,11.0,16.65,25.79,9152,48780,110,574,"0,06","0,09"
Kota Mojokerto,Maret,2023,268,55.4,0,0.0,0.0,0.0,160,25.2,9.48,26.39,11232,59754,84,449,"0,09","0,14"
Kota Mojokerto,April,2023,268,59.1,0,0.0,0.0,0.0,160,26.7,3.77,26.99,11232,59641,55,292,"0,15","0,23"
Kota Mojokerto,Mei,2023,268,116.1,0,0.0,0.0,0.0,160,54.2,1.75,27.48,7072,37481,62,330,"0,34","0,53"
Kota Mojokerto,Juni,2023,268,125.6,0,0.0,0.0,0.0,160,63.0,0.29,28.25,7072,37410,79,412,"0,62","0,96"
Kota Mojokerto,Juli,2023,268,159.3,0,0.0,0.0,0.0,160,102.4,1.57,27.39,7072,37340,64,344,"0,88","1,42"
Kota Mojokerto,Agustus,2023,268,177.5,0,0.0,0.0,0.0,160,113.1,0.03,27.95,7072,37269,57,299,"1,04","1,68"
Kota Mojokerto,September,2023,268,197.6,0,0.0,0.0,0.0,160,123.3,0.28,28.7,11232,59080,63,335,"1,40","2,27"
Kota Mojokerto,Oktober,2023,268,214.9,0,0.0,0.0,0.0,160,132.2,0.27,30.51,11232,58968,56,290,"0,88","1,43"
Kota Mojokerto,November,2023,268,234.1,0,0.0,0.0,0.0,160,140.4,4.4,30.17,9152,47956,49,257,"0,30","0,47"
Kota Mojokerto,Desember,2023,268,242.0,0,0.0,0.0,0.0,160,148.2,5.11,28.66,9152,47864,48,247,"0,03","0,05"
Kota Mojokerto,Januari,2024,139,3.4,0,0.0,0.0,0.0,91,1.7,10.58,27.56,9289,49696,60,316,"0,05","0,07"
Kota Mojokerto,Februari,2024,139,26.6,0,0.0,0.0,0.0,91,13.3,12.11,27.09,9289,49603,109,571,"0,05","0,07"
Kota Mojokerto,Maret,2024,139,35.7,0,0.0,0.0,0.0,91,18.0,9.14,27.32,11400,60762,82,439,"0,07","0,10"
Kota Mojokerto,April,2024,237,36.9,0,0.0,0.0,0.0,195,18.5,7.28,27.8,11400,60648,54,285,"0,11","0,17"
Kota Mojokerto,Mei,2024,237,72.1,0,0.0,0.0,0.0,195,36.2,0.57,28.71,7178,38115,58,311,"0,25","0,39"
Kota Mojokerto,Juni,2024,237,95.0,0,0.0,0.0,0.0,195,47.8,1.16,28.03,7178,38043,72,386,"0,46","0,71"
Kota Mojokerto,Juli,2024,237,136.3,0,0.0,0.0,0.0,195,68.5,0.32,27.68,7178,37971,60,323,"0,66","1,07"
Kota Mojokerto,Agustus,2024,237,136.3,0,0.0,0.0,0.0,195,88.0,0.11,28.36,7178,37899,52,272,"0,78","1,28"
Kota Mojokerto,September,2024,237,179.3,0,0.0,0.0,0.0,195,125.1,1.34,29.31,11400,60077,60,315,"1,05","1,72"
Kota Mojokerto,Oktober,2024,250,189.8,0,0.0,0.0,0.0,195,134.0,0.91,29.98,11400,59964,52,280,"0,66","1,07"
Kota Mojokerto,November,2024,250,221.1,0,0.0,0.0,0.0,195,172.9,4.4,28.74,9289,48767,45,240,"0,22","0,34"
Kota Mojokerto,Desember,2024,250,239.7,0,0.0,0.0,0.0,195,193.1,17.18,27.15,9289,48674,47,245,"0,02","0,03"
Kota Mojokerto,Januari,2025,220,0.0,147,0.0,0.0,0.0,168,0.0,12.92,26.53,9426,50617,65,345,"0,03","0,05"
Kota Mojokerto,Februari,2025,220,42.8,0,0.0,0.0,0.0,168,29.3,13.38,26.71,9426,50523,111,605,"0,03","0,05"
Kota Mojokerto,Maret,2025,220,52.8,0,0.0,0.0,0.0,168,35.5,10.92,27.01,11568,61888,86,457,"0,05","0,07"
Kota Mojokerto,April,2025,220,58.6,156,31.6,0.0,0.0,186,37.1,07.01,27.24,11568,61773,56,297,"0,08","0,12"
Kota Mojokerto,Mei,2025,220,64.7,156,34.98,0.0,0.0,186,40.9,8.79,27.25,7284,38823,63,333,"0,17","0,26"
Kota Mojokerto,Juni,2025,220,109.6,156,66.65,0.0,0.0,186,64.8,2.0,27.2,7284,38750,81,435,"0,32","0,49"
Kota Mojokerto,Juli,2025,250,142.2,156,86.99,0.0,0.0,196,90.4,0.34,26.85,7284,38678,64,343,"0,47","0,75"
Kota Mojokerto,Agustus,2025,250,160.5,156,89.99,0.0,0.0,196,102.2,1.63,27.16,7284,38605,57,298,"0,56","0,89"
Kota Mojokerto,September,2025,250,178.0,156,100.51,6.0,0.0,315,116.4,1.45,27.98,11568,61194,64,336,"0,74","1,18"
Kota Mojokerto,Oktober,2025,250,201.2,156,109.51,6.0,0.0,315,157.0,3.31,28.79,11568,61079,54,289,"0,45","0,73"
Kota Mojokerto,November,2025,250,234.28,156,124.07,6.0,2.59,315,239.97,8.65,27.39,9426,49675,48,254,"0,15","0,23"
Kota Mojokerto,Desember,2025,250,249.57,156,128.88,5.17,4.97,359,308.56,6.21,27.74,9426,49580,50,259,"0,02","0,02"
Kota Pasuruan,Januari,2023,629,52.6,0,0.0,0.0,0.0,336,26.8,6.3,26.9,8954,46739,98,514,"0,06","0,09"
Kota Pasuruan,Februari,2023,629,100.8,0,0.0,0.0,0.0,336,59.1,13.96,26.24,8954,46650,175,927,"0,06","0,09"
Kota Pasuruan,Maret,2023,629,125.7,0,0.0,0.0,0.0,336,76.8,5.92,26.86,10989,57142,135,714,"0,09","0,14"
Kota Pasuruan,April,2023,629,157.7,0,0.0,0.0,0.0,336,100.3,4.42,27.24,10989,57032,88,463,"0,15","0,23"
Kota Pasuruan,Mei,2023,629,213.2,0,0.0,0.0,0.0,336,128.7,1.71,27.45,6919,35840,100,527,"0,33","0,52"
Kota Pasuruan,Juni,2023,629,267.3,0,0.0,0.0,0.0,336,149.6,0.67,27.92,6919,35771,122,635,"0,60","0,95"
Kota Pasuruan,Juli,2023,629,320.9,0,0.0,0.0,0.0,336,177.6,0.41,27.52,6919,35702,102,531,"0,87","1,43"
Kota Pasuruan,Agustus,2023,629,356.7,0,0.0,0.0,0.0,336,192.3,0.0,27.4,6919,35632,83,443,"1,04","1,71"
Kota Pasuruan,September,2023,629,408.3,0,0.0,0.0,0.0,336,218.9,0.04,27.9,10989,56483,101,522,"1,40","2,30"
Kota Pasuruan,Oktober,2023,629,465.1,0,0.0,0.0,0.0,336,249.3,0.06,29.27,10989,56373,86,456,"0,87","1,44"
Kota Pasuruan,November,2023,629,529.0,0,0.0,0.0,0.0,336,278.9,2.46,29.8,8954,45844,73,389,"0,29","0,46"
Kota Pasuruan,Desember,2023,629,584.4,0,0.0,0.0,0.0,336,309.2,4.45,28.84,8954,45754,76,398,"0,03","0,05"
Kota Pasuruan,Januari,2024,330,11.7,0,0.0,0.0,0.0,204,7.1,6.96,27.98,9088,47530,97,506,"0,04","0,07"
Kota Pasuruan,Februari,2024,330,43.3,0,0.0,0.0,0.0,204,26.1,7.73,27.54,9088,47439,167,881,"0,04","0,07"
Kota Pasuruan,Maret,2024,330,63.0,0,0.0,0.0,0.0,204,38.6,6.16,27.87,11153,58107,126,669,"0,06","0,10"
Kota Pasuruan,April,2024,563,81.3,0,0.0,0.0,0.0,436,48.2,4.73,28.66,11153,57995,83,434,"0,11","0,17"
Kota Pasuruan,Mei,2024,563,137.8,0,0.0,0.0,0.0,436,78.9,0.27,29.45,7022,36444,97,508,"0,24","0,37"
Kota Pasuruan,Juni,2024,563,201.2,0,0.0,0.0,0.0,436,121.0,0.99,28.41,7022,36373,116,607,"0,43","0,69"
Kota Pasuruan,Juli,2024,563,235.2,0,0.0,0.0,0.0,436,144.7,0.35,27.71,7022,36303,95,508,"0,63","1,05"
Kota Pasuruan,Agustus,2024,563,278.6,0,0.0,0.0,0.0,436,184.1,0.13,27.91,7022,36233,81,436,"0,76","1,26"
Kota Pasuruan,September,2024,563,345.0,0,0.0,0.0,0.0,436,242.1,0.46,28.8,11153,57437,93,500,"1,02","1,69"
Kota Pasuruan,Oktober,2024,563,394.7,0,0.0,0.0,0.0,436,285.8,0.23,29.69,11153,57326,85,449,"0,63","1,05"
Kota Pasuruan,November,2024,563,460.5,0,0.0,0.0,0.0,436,350.9,5.83,29.1,9088,46621,70,371,"0,21","0,33"
Kota Pasuruan,Desember,2024,563,535.6,0,0.0,0.0,0.0,436,400.4,12.39,27.36,9088,46530,72,379,"0,02","0,03"
Kota Pasuruan,Januari,2025,565,8.3,618,01.08,0.0,0.0,432,4.1,9.12,27.15,9222,48415,95,518,"0,03","0,05"
Kota Pasuruan,Februari,2025,565,28.8,0,0.0,0.0,0.0,432,19.5,5.66,28.05,9222,48323,175,928,"0,03","0,05"
Kota Pasuruan,Maret,2025,565,51.6,0,0.0,0.0,0.0,432,35.7,5.62,27.93,11318,59193,139,736,"0,04","0,07"
Kota Pasuruan,April,2025,565,77.5,618,24.95,0.0,0.0,432,54.8,1.41,28.54,11318,59079,91,477,"0,07","0,11"
Kota Pasuruan,Mei,2025,565,125.3,618,37.18,0.0,0.0,432,91.4,6.93,27.91,7126,37126,103,540,"0,16","0,25"
Kota Pasuruan,Juni,2025,565,166.0,618,47.45,0.0,0.0,432,121.9,01.07,28.02,7126,37055,126,681,"0,30","0,47"
Kota Pasuruan,Juli,2025,565,223.1,618,62.87,0.0,0.0,432,160.9,0.45,27.38,7126,36983,100,536,"0,45","0,72"
Kota Pasuruan,Agustus,2025,565,263.8,618,73.6,0.0,0.0,432,194.1,01.03,27.67,7126,36912,89,474,"0,54","0,87"
Kota Pasuruan,September,2025,565,313.8,618,87.45,0.0,0.0,432,234.7,0.81,28.89,11318,58514,99,530,"0,71","1,15"
Kota Pasuruan,Oktober,2025,565,365.7,618,97.99,0.0,0.0,432,275.1,4.95,29.03,11318,58400,87,460,"0,43","0,70"
Kota Pasuruan,November,2025,565,414.53,618,104.63,0.0,0.0,432,316.94,11.97,27.62,9222,47493,73,390,"0,14","0,22"
Kota Pasuruan,Desember,2025,565,469.81,618,112.16,0.0,0.0,432,375.21,06.08,27.93,9222,47401,76,399,"0,01","0,02"
Kota Probolinggo,Januari,2023,1691,252.5,0,0.0,0.0,0.0,909,99.3,6.27,26.87,8756,44655,122,658,"0,15","0,24"
Kota Probolinggo,Februari,2023,1691,431.6,0,0.0,0.0,0.0,909,192.0,11.12,25.94,8756,44568,218,1175,"0,15","0,24"
Kota Probolinggo,Maret,2023,1691,509.1,0,0.0,0.0,0.0,909,236.5,7.68,26.73,10746,54589,173,905,"0,22","0,35"
